pl_name,hostname,default_flag,disposition,disp_refname,pl_orbper,pl_rade,pl_radj,ttv_flag,st_teff,st_rad,st_mass,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
K2-132 b,K2-132,0,CONFIRMED,Grunblatt et al. 2017,6.788,14.5717,1.3,0.0,5284.0,3.85,1.08,4.49249,609.818,12.071,9.54,11.64
K2-132 b,K2-132,0,CONFIRMED,Grunblatt et al. 2017,9.172616,2.597,0.23017258,0.0,4840.0,3.85,1.08,3.297,609.818,12.071,9.54,11.64
K2-133 b,K2-133,0,CONFIRMED,Wells et al. 2018,3.0712,1.31,0.11687037,0.0,3655.0,0.47,0.51,4.49249,75.1703,14.073,10.279,13.3245
K2-133 b,K2-133,1,CONFIRMED,Wells et al. 2018,3.07133,1.34,0.11954679,0.0,3655.0,0.455,0.461,4.49249,75.1703,14.073,10.279,13.3245
K2-133 c,K2-133,1,CONFIRMED,Wells et al. 2018,4.86784,1.603,0.14301008,0.0,3655.0,0.455,0.461,4.49249,75.1703,14.073,10.279,13.3245
K2-133 c,K2-133,0,CONFIRMED,Wells et al. 2018,4.8682,1.48,0.13203676,0.0,3655.0,0.47,0.51,4.49249,75.1703,14.073,10.279,13.3245
K2-133 d,K2-133,1,CONFIRMED,Wells et al. 2018,11.02454,2.003,0.17869569,0.0,3655.0,0.455,0.461,4.49249,75.1703,14.073,10.279,13.3245
K2-133 d,K2-133,0,CONFIRMED,Wells et al. 2018,11.0248821,2.46843,0.22021895,0.0,3798.0,0.46,0.88,4.77,75.1703,14.073,10.279,13.3245
K2-133 d,K2-133,0,CONFIRMED,Wells et al. 2018,11.0234,2.02,0.18021233,0.0,3655.0,0.47,0.51,4.49249,75.1703,14.073,10.279,13.3245
K2-133 e,K2-133,1,CONFIRMED,Wells et al. 2019,26.5841,1.73,0.15434026,0.0,3655.0,0.455,0.461,4.49249,75.1703,14.073,10.279,13.3245
K2-136 b,K2-136,1,CONFIRMED,Mann et al. 2018,7.9752,1.014,0.09046318,0.0,4500.0,0.677,0.742,4.68,59.2474,11.101,8.368,10.8545
K2-136 b,K2-136,0,CONFIRMED,Mann et al. 2018,7.975292,0.99,0.08832188,0.0,4499.0,0.66,0.74,4.66,59.2474,11.101,8.368,10.8545
K2-136 b,K2-136,0,CONFIRMED,Mann et al. 2018,7.9757,1.05,0.09367473,0.0,4359.0,0.723,0.686,4.537,59.2474,11.101,8.368,10.8545
K2-136 c,K2-136,0,CONFIRMED,Mann et al. 2018,17.307013,2.597,0.23017258,0.0,4364.0,0.71,0.71,4.63,59.2474,11.101,8.368,10.8545
K2-136 c,K2-136,0,CONFIRMED,Mann et al. 2018,17.3077,3.03,0.27031849,0.0,4364.0,0.71,0.71,4.63,59.2474,11.101,8.368,10.8545
K2-136 c,K2-136,0,CONFIRMED,Mann et al. 2018,17.307137,2.91,0.25961281,0.0,4499.0,0.66,0.74,4.66,59.2474,11.101,8.368,10.8545
K2-136 c,K2-136,0,CONFIRMED,Mann et al. 2018,17.3070631,3.7275,0.33254585,0.0,4230.6,0.77,0.88,4.48,59.2474,11.101,8.368,10.8545
K2-136 c,K2-136,0,CONFIRMED,Mann et al. 2018,17.30681,3.14,0.28013204,0.0,4359.0,0.723,0.686,4.537,59.2474,11.101,8.368,10.8545
K2-136 c,K2-136,1,CONFIRMED,Mann et al. 2018,17.30713,3.0,0.26764253,0.0,4500.0,0.677,0.742,4.68,59.2474,11.101,8.368,10.8545
K2-136 d,K2-136,0,CONFIRMED,Mann et al. 2018,25.575065,1.45,0.12936034,0.0,4499.0,0.66,0.74,4.66,59.2474,11.101,8.368,10.8545
K2-136 d,K2-136,0,CONFIRMED,Mann et al. 2018,25.5715,1.55,0.13828174,0.0,4359.0,0.723,0.686,4.537,59.2474,11.101,8.368,10.8545
K2-136 d,K2-136,1,CONFIRMED,Mann et al. 2018,25.575,1.565,0.13962019,0.0,4500.0,0.677,0.742,4.68,59.2474,11.101,8.368,10.8545
K2-137 b,K2-137,0,CONFIRMED,Smith et al. 2018,0.179715,0.89,0.07940048,0.0,3492.0,0.442,0.463,4.815,98.8765,15.94,10.882,14.4345
K2-137 b,K2-137,1,CONFIRMED,Smith et al. 2018,0.179719,0.64,0.05709707,0.0,3697.0,0.29,0.88,5.0,98.8765,15.94,10.882,14.4345
K2-138 b,K2-138,1,CONFIRMED,Christiansen et al. 2018,2.35309,1.51,0.13471318,0.0,5356.3,0.863,0.935,4.54,202.585,12.246,10.305,12.0252
K2-138 b,K2-138,0,CONFIRMED,Christiansen et al. 2018,2.35322,1.57,0.14006602,0.0,5378.0,0.86,0.93,4.59,202.585,12.246,10.305,12.0252
K2-138 b,K2-138,0,CONFIRMED,Christiansen et al. 2018,2.35321,1.49,0.1329289,0.0,5283.0,0.839,0.916,4.538,202.585,12.246,10.305,12.0252
K2-138 c,K2-138,1,CONFIRMED,Christiansen et al. 2018,3.56004,2.299,0.20510304,0.0,5356.3,0.863,0.935,4.54,202.585,12.246,10.305,12.0252
K2-138 c,K2-138,0,CONFIRMED,Christiansen et al. 2018,3.55987,2.52,0.22481934,0.0,5378.0,0.86,0.93,4.59,202.585,12.246,10.305,12.0252
K2-138 c,K2-138,0,CONFIRMED,Christiansen et al. 2018,3.56015,2.26,0.2016237,0.0,5283.0,0.839,0.916,4.538,202.585,12.246,10.305,12.0252
K2-138 d,K2-138,0,CONFIRMED,Christiansen et al. 2018,5.40484,2.46,0.2194665,0.0,5283.0,0.839,0.916,4.538,202.585,12.246,10.305,12.0252
K2-138 d,K2-138,0,CONFIRMED,Christiansen et al. 2018,5.40478,2.66,0.23730931,0.0,5378.0,0.86,0.93,4.59,202.585,12.246,10.305,12.0252
K2-138 d,K2-138,1,CONFIRMED,Christiansen et al. 2018,5.40479,2.39,0.21322152,0.0,5356.3,0.863,0.935,4.54,202.585,12.246,10.305,12.0252
K2-138 e,K2-138,1,CONFIRMED,Christiansen et al. 2018,8.26146,3.39,0.30243554,0.0,5356.3,0.863,0.935,4.54,202.585,12.246,10.305,12.0252
K2-138 e,K2-138,0,CONFIRMED,Christiansen et al. 2018,8.26144,3.29,0.29351414,0.0,5378.0,0.86,0.93,4.59,202.585,12.246,10.305,12.0252
K2-138 e,K2-138,0,CONFIRMED,Christiansen et al. 2018,8.26147,3.11,0.27745562,0.0,5283.0,0.839,0.916,4.538,202.585,12.246,10.305,12.0252
K2-138 e,K2-138,0,CONFIRMED,Christiansen et al. 2018,8.2616616,3.30997,0.29529625,0.0,5281.0,0.86,0.88,4.53,202.585,12.246,10.305,12.0252
K2-138 f,K2-138,0,CONFIRMED,Christiansen et al. 2018,12.75758,2.73,0.24355429,0.0,5283.0,0.839,0.916,4.538,202.585,12.246,10.305,12.0252
K2-138 f,K2-138,0,CONFIRMED,Christiansen et al. 2018,12.75759,2.81,0.25069141,0.0,5378.0,0.86,0.93,4.59,202.585,12.246,10.305,12.0252
K2-138 f,K2-138,1,CONFIRMED,Christiansen et al. 2018,12.75758,2.904,0.25907753,0.0,5356.3,0.863,0.935,4.54,202.585,12.246,10.305,12.0252
K2-138 g,K2-138,1,CONFIRMED,Hardegree-Ullman et al. 2021,41.96797,3.013,0.26880186,0.0,5356.3,0.863,0.935,4.54,202.585,12.246,10.305,12.0252
K2-138 g,K2-138,0,CONFIRMED,Hardegree-Ullman et al. 2021,41.96645,3.18,0.2837006,0.0,5283.0,0.839,0.916,4.538,202.585,12.246,10.305,12.0252
K2-139 b,K2-139,1,CONFIRMED,Barrag&aacute;n et al. 2018,28.380619,9.11,0.81273976,0.0,5370.0,0.88,0.96,4.54,153.856,11.652,9.66,11.4626
K2-139 b,K2-139,0,CONFIRMED,Barrag&aacute;n et al. 2018,28.382071,9.26802368,0.82683769,0.0,5425.0,0.872288,0.948628,4.66,153.856,11.652,9.66,11.4626
K2-139 b,K2-139,0,CONFIRMED,Barrag&aacute;n et al. 2018,28.382206,9.5,0.85,0.0,5284.0,0.93,0.88,4.49249,153.856,11.652,9.66,11.4626
K2-139 b,K2-139,0,CONFIRMED,Barrag&aacute;n et al. 2018,28.38236,9.056872,0.808,0.0,5340.0,0.862,0.919,4.5,153.856,11.652,9.66,11.4626
K2-139 b,K2-139,0,CONFIRMED,Barrag&aacute;n et al. 2018,28.38246,9.62,0.858,0.0,5284.0,0.913,0.88,4.49249,153.856,11.652,9.66,11.4626
K2-14 b,K2-14,0,CONFIRMED,Montet et al. 2015,8.36779,8.51,0.759,0.0,5284.0,0.708,0.88,4.49249,364.048,15.78,12.611,15.5348
K2-14 b,K2-14,0,CONFIRMED,Montet et al. 2015,8.3688168,6.65,0.59327326,0.0,3879.0,0.56,0.88,4.49249,364.048,15.78,12.611,15.5348
K2-14 b,K2-14,0,CONFIRMED,Montet et al. 2015,8.368791,7.49,0.66821304,0.0,3970.42,0.623332,0.623433,4.49249,364.048,15.78,12.611,15.5348
K2-14 b,K2-14,1,CONFIRMED,Montet et al. 2015,8.36802,4.81,0.42911946,0.0,3789.0,0.45,0.47,4.49249,364.048,15.78,12.611,15.5348
K2-14 b,K2-14,0,CONFIRMED,Montet et al. 2015,8.36926,4.48,0.39967883,0.0,3866.0,0.386,0.433,4.891,364.048,15.78,12.611,15.5348
K2-140 b,K2-140,0,CONFIRMED,Giles et al. 2018,6.5693,12.273855,1.095,0.0,5654.0,0.987,1.005,4.452,347.917,12.727,10.995,12.4814
K2-140 b,K2-140,0,CONFIRMED,Giles et al. 2018,6.569213,13.04635343,1.16391769,0.0,5637.0,1.047599,1.017113,4.33,347.917,12.727,10.995,12.4814
K2-140 b,K2-140,1,CONFIRMED,Giles et al. 2018,6.569188,13.56286665,1.21,0.0,5585.0,1.06,0.96,4.4,347.917,12.727,10.995,12.4814
K2-140 b,K2-140,0,CONFIRMED,Giles et al. 2018,6.56918,12.25,1.0928718,0.0,5705.0,0.99,1.0,4.45,347.917,12.727,10.995,12.4814
K2-140 b,K2-140,0,CONFIRMED,Giles et al. 2018,6.5692045,2.597,0.23017258,0.0,5654.0,0.987,1.005,4.452,347.917,12.727,10.995,12.4814
K2-141 b,K2-141,0,CONFIRMED,Malavolta et al. 2018,0.28,1.493,0.13319654,0.0,4599.0,0.6862,0.706,4.62,61.8736,11.454,8.401,10.7217
K2-141 b,K2-141,1,CONFIRMED,Malavolta et al. 2018,0.2803244,1.51,0.13471341,0.0,4570.0,0.681,0.708,4.49249,61.8736,11.454,8.401,10.7217
K2-141 b,K2-141,0,CONFIRMED,Malavolta et al. 2018,0.2803246,1.64829,0.14705084,0.0,4477.0,0.72,0.88,4.56,61.8736,11.454,8.401,10.7217
K2-141 b,K2-141,0,CONFIRMED,Malavolta et al. 2018,0.2803226,1.54,0.1373896,0.0,4373.0,0.674,0.662,4.584,61.8736,11.454,8.401,10.7217
K2-141 b,K2-141,0,CONFIRMED,Malavolta et al. 2018,0.2803244,1.51,0.13471318,0.0,4599.0,0.681,0.708,4.62,61.8736,11.454,8.401,10.7217
K2-141 c,K2-141,0,CONFIRMED,Malavolta et al. 2018,7.7485,7.0,0.62449817,0.0,4599.0,0.681,0.708,4.62,61.8736,11.454,8.401,10.7217
K2-141 c,K2-141,1,CONFIRMED,Malavolta et al. 2018,7.7485,7.0,0.62449925,0.0,4570.0,0.681,0.708,4.49249,61.8736,11.454,8.401,10.7217
K2-146 b,K2-146,0,CONFIRMED,Hirano et al. 2018,2.645,2.597,0.23017258,1.0,3359.0,0.325729,0.306161,4.8983,79.3002,16.7,11.37,14.9834
K2-146 b,K2-146,0,CONFIRMED,Hirano et al. 2018,2.644845,10.7,0.95,1.0,5284.0,0.5,0.88,4.49249,79.3002,16.7,11.37,14.9834
K2-146 b,K2-146,1,CONFIRMED,Hirano et al. 2018,2.6446,2.05,0.18288875,1.0,3385.0,0.33,0.331,4.49249,79.3002,16.7,11.37,14.9834
K2-146 b,K2-146,0,CONFIRMED,Hirano et al. 2018,2.644661,2.15,0.19181015,1.0,3398.0,0.33,0.33,4.92,79.3002,16.7,11.37,14.9834
K2-146 b,K2-146,0,CONFIRMED,Hirano et al. 2018,2.643528,1.47,0.131,1.0,5284.0,0.226,0.88,4.49249,79.3002,16.7,11.37,14.9834
K2-146 b,K2-146,0,CONFIRMED,Hirano et al. 2018,2.644646,2.2,0.19627085,1.0,3385.0,0.35,0.358,4.906,79.3002,16.7,11.37,14.9834
K2-146 b,K2-146,0,CONFIRMED,Hirano et al. 2018,2.6698,2.25,0.2007319,1.0,3385.0,0.35,0.358,4.906,79.3002,16.7,11.37,14.9834
K2-146 b,K2-146,0,CONFIRMED,Hirano et al. 2018,2.64484,1.83,0.163,1.0,3359.0,0.325729,0.306161,4.8983,79.3002,16.7,11.37,14.9834
K2-146 b,K2-146,0,CONFIRMED,Hirano et al. 2018,2.644259,1.38,0.123,1.0,5284.0,0.225,0.88,4.49249,79.3002,16.7,11.37,14.9834
K2-146 c,K2-146,1,CONFIRMED,Hamann et al. 2019,4.00498,2.19,0.19537871,1.0,3385.0,0.33,0.331,4.49249,79.3002,16.7,11.37,14.9834
K2-146 c,K2-146,0,CONFIRMED,Hamann et al. 2019,3.9663,2.59,0.23106472,1.0,3385.0,0.35,0.358,4.906,79.3002,16.7,11.37,14.9834
K2-147 b,K2-147,0,CONFIRMED,Hirano et al. 2018,0.961917,1.38,0.12311535,0.0,3672.0,0.554,0.583,4.72,90.5494,14.044,9.997,13.1913
K2-147 b,K2-147,0,CONFIRMED,Hirano et al. 2018,0.961916,0.82,0.073,0.0,5284.0,0.311,0.88,4.49249,90.5494,14.044,9.997,13.1913
K2-147 b,K2-147,0,CONFIRMED,Hirano et al. 2018,0.961918,0.73,0.06512635,0.0,3775.0,0.31,0.88,5.0,90.5494,14.044,9.997,13.1913
K2-147 b,K2-147,1,CONFIRMED,Hirano et al. 2018,0.961939,1.47286006,0.1314,0.0,3690.0,0.578,0.563,4.665,90.5494,14.044,9.997,13.1913
K2-148 b,K2-148,1,CONFIRMED,Hirano et al. 2018,4.38395,1.33,0.11865465,0.0,4079.0,0.632,0.65,4.653,124.458,13.627,10.292,13.0599
K2-148 b,K2-148,0,CONFIRMED,Hirano et al. 2018,4.38393,0.701,0.0625,0.0,5284.0,0.371,0.88,4.49249,124.458,13.627,10.292,13.0599
K2-148 c,K2-148,0,CONFIRMED,Hirano et al. 2018,6.92251,0.9,0.08,0.0,5284.0,0.371,0.88,4.49249,124.458,13.627,10.292,13.0599
K2-148 c,K2-148,1,CONFIRMED,Hirano et al. 2018,6.9226,1.73,0.15434026,0.0,4079.0,0.632,0.65,4.653,124.458,13.627,10.292,13.0599
K2-148 d,K2-148,1,CONFIRMED,Hirano et al. 2018,9.7579,1.64,0.146311,0.0,4079.0,0.632,0.65,4.653,124.458,13.627,10.292,13.0599
K2-148 d,K2-148,0,CONFIRMED,Hirano et al. 2018,9.75833,0.88,0.079,0.0,5284.0,0.371,0.88,4.49249,124.458,13.627,10.292,13.0599
K2-149 b,K2-149,1,CONFIRMED,Hirano et al. 2018,11.332,1.64,0.146311,0.0,3745.0,0.568,0.595,4.707,123.676,14.543,10.561,13.7795
K2-15 b,K2-15,0,CONFIRMED,Montet et al. 2015,11.81004,3.08,0.275,0.0,5284.0,0.8,0.88,4.49249,493.992,14.758,12.495,14.4237
K2-15 b,K2-15,0,CONFIRMED,Montet et al. 2015,11.808398,3.1,0.27656348,0.0,4992.0,0.76,0.88,4.49249,493.992,14.758,12.495,14.4237
K2-15 b,K2-15,0,CONFIRMED,Montet et al. 2015,11.8097,2.84,0.25336783,0.0,5314.0,0.78,0.81,4.571,493.992,14.758,12.495,14.4237
K2-15 b,K2-15,1,CONFIRMED,Montet et al. 2015,11.8104,2.48,0.22125078,0.0,5131.0,0.68,0.72,4.49249,493.992,14.758,12.495,14.4237
K2-150 b,K2-150,1,CONFIRMED,Hirano et al. 2018,10.59357,2.0,0.17842805,0.0,3499.0,0.436,0.457,4.822,102.483,15.784,11.249,14.815
K2-150 b,K2-150,0,CONFIRMED,Hirano et al. 2018,10.59366,1.71,0.153,0.0,5284.0,0.36,0.88,4.49249,102.483,15.784,11.249,14.815
K2-151 b,K2-151,0,CONFIRMED,Hirano et al. 2018,3.83553,1.054,0.09403,0.0,5284.0,0.321,0.88,4.49249,69.4798,14.175,10.117,13.3119
K2-151 b,K2-151,1,CONFIRMED,Hirano et al. 2018,3.835476,1.49,0.1329289,0.0,3695.0,0.45,0.47,4.8,69.4798,14.175,10.117,13.3119
K2-151 b,K2-151,0,CONFIRMED,Hirano et al. 2018,3.835592,1.35,0.12043893,0.0,3585.0,0.429,0.44,4.82,69.4798,14.175,10.117,13.3119
K2-151 b,K2-151,0,CONFIRMED,Hirano et al. 2018,3.835376,1.5,0.13,0.0,5284.0,0.45,0.88,4.49249,69.4798,14.175,10.117,13.3119
K2-152 b,K2-152,1,CONFIRMED,Hirano et al. 2018,32.6479,2.29,0.20430012,0.0,4044.0,0.61,0.63,4.67,108.449,13.728,10.096,13.0383
K2-152 b,K2-152,0,CONFIRMED,Hirano et al. 2018,32.6527,2.81,0.25069141,0.0,3940.0,0.631,0.654,4.657,108.449,13.728,10.096,13.0383
K2-153 b,K2-153,1,CONFIRMED,Hirano et al. 2018,7.51574,2.0,0.17842805,0.0,3845.0,0.53,0.55,4.73,143.125,14.96,11.207,14.2706
K2-153 b,K2-153,0,CONFIRMED,Hirano et al. 2018,7.51554,2.0,0.17842805,0.0,3720.0,0.495,0.512,4.761,143.125,14.96,11.207,14.2706
K2-154 b,K2-154,1,CONFIRMED,Hirano et al. 2018,3.67626,1.99,0.17753591,0.0,4097.0,0.63,0.65,4.65,129.356,13.861,10.368,13.3173
K2-154 b,K2-154,0,CONFIRMED,Hirano et al. 2018,3.67635,2.23,0.19894727,0.0,3978.0,0.649,0.672,4.645,129.356,13.861,10.368,13.3173
K2-154 c,K2-154,1,CONFIRMED,Hirano et al. 2018,7.95486,2.07,0.18467303,0.0,4097.0,0.63,0.65,4.65,129.356,13.861,10.368,13.3173
K2-154 c,K2-154,0,CONFIRMED,Hirano et al. 2018,7.95478,2.1,0.18734945,0.0,3978.0,0.649,0.672,4.645,129.356,13.861,10.368,13.3173
K2-155 b,K2-155,0,CONFIRMED,Hirano et al. 2018,6.34365,1.55,0.13828174,0.0,3919.0,0.526,0.54,4.732,72.7998,12.773,9.496,12.2528
K2-155 b,K2-155,1,CONFIRMED,Hirano et al. 2018,6.342,1.8,0.16058524,0.0,4258.0,0.58,0.65,4.6,72.7998,12.773,9.496,12.2528
K2-155 c,K2-155,0,CONFIRMED,Hirano et al. 2018,13.85402,1.95,0.17396735,0.0,3919.0,0.526,0.54,4.732,72.7998,12.773,9.496,12.2528
K2-155 c,K2-155,1,CONFIRMED,Hirano et al. 2018,13.85,2.6,0.23195646,0.0,4258.0,0.58,0.65,4.6,72.7998,12.773,9.496,12.2528
K2-155 c,K2-155,0,CONFIRMED,Hirano et al. 2018,13.85327454047,2.2098839,0.19715298,0.0,3893.47,0.655766,0.88,4.58272,72.7998,12.773,9.496,12.2528
K2-155 c,K2-155,0,CONFIRMED,Hirano et al. 2018,13.853487,2.597,0.23017258,0.0,3919.0,0.526,0.54,4.732,72.7998,12.773,9.496,12.2528
K2-155 d,K2-155,0,CONFIRMED,Hirano et al. 2018,40.6835,1.64,0.146311,0.0,3919.0,0.526,0.54,4.732,72.7998,12.773,9.496,12.2528
K2-155 d,K2-155,1,CONFIRMED,Hirano et al. 2018,40.718,1.9,0.16950665,0.0,4258.0,0.58,0.65,4.6,72.7998,12.773,9.496,12.2528
K2-156 b,K2-156,0,CONFIRMED,Mayo et al. 2018,0.81314,1.15,0.10259613,0.0,4597.0,0.66,0.66,4.62,150.21,13.4,10.391,12.9484
K2-156 b,K2-156,1,CONFIRMED,Mayo et al. 2018,0.813143,1.1,0.0981356,0.0,4460.0,0.62,0.88,4.7,150.21,13.4,10.391,12.9484
K2-156 b,K2-156,0,CONFIRMED,Mayo et al. 2018,0.813149,1.14414279,0.10207358,0.0,4460.0,0.615543,0.642263,4.68,150.21,13.4,10.391,12.9484
K2-157 b,K2-157,1,CONFIRMED,Mayo et al. 2018,0.3652575,0.935,0.0834,0.0,5334.0,0.86,0.89,4.45,298.373,12.942,10.98,12.6419
K2-157 b,K2-157,0,CONFIRMED,Mayo et al. 2018,0.365261,1.0,0.08921418,0.0,5456.0,0.88,0.88,4.5,298.373,12.942,10.98,12.6419
K2-157 b,K2-157,0,CONFIRMED,Mayo et al. 2018,0.365257,1.05548088,0.0941637,0.0,5456.0,0.875749,0.939509,4.55,298.373,12.942,10.98,12.6419
K2-158 b,K2-158,0,CONFIRMED,Mayo et al. 2018,10.062106,2.63456976,0.23504057,0.0,5489.0,0.892097,0.932757,4.46,197.299,11.774,9.974,11.6134
K2-158 b,K2-158,1,CONFIRMED,Mayo et al. 2018,10.06049,2.64,0.23552502,0.0,5503.0,0.95,0.92,4.45,197.299,11.774,9.974,11.6134
K2-158 c,K2-158,1,CONFIRMED,Livingston et al. 2018,5.90279,1.28,0.11419395,0.0,5503.0,0.95,0.92,4.45,197.299,11.774,9.974,11.6134
K2-159 b,K2-159,0,CONFIRMED,Mayo et al. 2018,12.421078,2.20753881,0.19694342,0.0,5419.0,0.829915,0.8857,4.57,170.998,11.995,9.978,11.6397
K2-159 b,K2-159,1,CONFIRMED,Mayo et al. 2018,12.42205,2.26,0.2016237,0.0,5425.0,0.83,0.9,4.56,170.998,11.995,9.978,11.6397
K2-16 b,K2-16,0,CONFIRMED,Montet et al. 2015,7.62117,1.87,0.167,0.0,5284.0,0.544,0.88,4.49249,334.967,14.668,12.087,14.3234
K2-16 b,K2-16,0,CONFIRMED,Montet et al. 2015,7.6196574,2.39,0.21322152,0.0,4620.0,0.71,0.88,4.49249,334.967,14.668,12.087,14.3234
K2-16 b,K2-16,1,CONFIRMED,Montet et al. 2015,7.6188,2.02,0.18021233,0.0,4742.0,0.66,0.68,4.51,334.967,14.668,12.087,14.3234
K2-16 b,K2-16,0,CONFIRMED,Montet et al. 2015,7.61856,1.96,0.17485949,0.0,4800.0,0.67,0.69,4.629,334.967,14.668,12.087,14.3234
K2-16 b,K2-16,0,CONFIRMED,Montet et al. 2015,7.62067,2.13,0.19002587,0.0,4761.0,0.64,0.67,4.49249,334.967,14.668,12.087,14.3234
K2-16 c,K2-16,0,CONFIRMED,Montet et al. 2015,19.077,2.19,0.19537871,0.0,4800.0,0.67,0.69,4.629,334.967,14.668,12.087,14.3234
K2-16 c,K2-16,0,CONFIRMED,Montet et al. 2015,19.0702,1.84,0.164,0.0,5284.0,0.544,0.88,4.49249,334.967,14.668,12.087,14.3234
K2-16 c,K2-16,0,CONFIRMED,Montet et al. 2015,19.07536,2.14,0.19091801,0.0,4761.0,0.64,0.67,4.49249,334.967,14.668,12.087,14.3234
K2-16 c,K2-16,1,CONFIRMED,Montet et al. 2015,19.07863,2.54,0.22660362,0.0,4742.0,0.66,0.68,4.51,334.967,14.668,12.087,14.3234
K2-16 c,K2-16,0,CONFIRMED,Montet et al. 2015,19.07454,2.58,0.23017218,0.0,4620.0,0.71,0.88,4.49249,334.967,14.668,12.087,14.3234
K2-160 b,K2-160,1,CONFIRMED,Mayo et al. 2018,3.705871,3.17824034,0.28354361,0.0,5649.0,0.913754,0.982829,4.61,315.363,12.838,11.037,12.542
K2-161 b,K2-161,1,CONFIRMED,Mayo et al. 2018,9.283188,6.11721229,0.54574113,0.0,4972.0,2.568173,0.986876,3.63,916.319,12.718,10.261,12.3574
K2-162 b,K2-162,0,CONFIRMED,Mayo et al. 2018,9.457747,1.48630496,0.13259925,0.0,4885.0,0.725626,0.776634,4.71,124.433,12.278,9.898,11.9662
K2-162 b,K2-162,1,CONFIRMED,Mayo et al. 2018,9.45889,1.44,0.1284682,0.0,4842.0,0.69,0.75,4.63,124.433,12.278,9.898,11.9662
K2-163 b,K2-163,1,CONFIRMED,Mayo et al. 2018,6.673117,2.46610713,0.22001134,0.0,4937.0,0.762201,0.826112,4.71,208.529,13.078,10.627,12.8062
K2-164 b,K2-164,1,CONFIRMED,Mayo et al. 2018,17.355066,3.24925008,0.28987868,0.0,5791.0,2.196069,1.180894,3.81,375.67,11.352,9.775,11.0942
K2-164 b,K2-164,0,CONFIRMED,Mayo et al. 2018,17.355681,1.81,0.16147738,0.0,5894.0,1.06,0.88,4.49249,375.67,11.352,9.775,11.0942
K2-164 b,K2-164,0,CONFIRMED,Mayo et al. 2018,17.3678,1.93,0.172,0.0,5284.0,1.27,0.88,4.49249,375.67,11.352,9.775,11.0942
K2-165 b,K2-165,1,CONFIRMED,Mayo et al. 2018,2.354992,1.27443657,0.11369762,0.0,5185.0,0.803827,0.834847,4.46,134.591,11.332,9.536,11.3272
K2-165 c,K2-165,1,CONFIRMED,Mayo et al. 2018,4.382745,1.55409035,0.13864665,0.0,5185.0,0.803827,0.834847,4.46,134.591,11.332,9.536,11.3272
K2-165 d,K2-165,1,CONFIRMED,Mayo et al. 2018,14.101361,2.64809498,0.23624721,0.0,5185.0,0.803827,0.834847,4.46,134.591,11.332,9.536,11.3272
K2-165 d,K2-165,0,CONFIRMED,Mayo et al. 2018,14.06660140645,3.19087767,0.28467153,0.0,5141.67,0.837606,0.88,4.53051,134.591,11.332,9.536,11.3272
K2-166 b,K2-166,1,CONFIRMED,Mayo et al. 2018,8.52695,2.19,0.19537871,0.0,5960.0,1.61,1.16,4.09,476.882,12.081,10.637,11.9456
K2-166 b,K2-166,0,CONFIRMED,Mayo et al. 2018,8.527219,1.82322896,0.16265759,0.0,5922.0,1.196219,1.072665,4.24,476.882,12.081,10.637,11.9456
K2-167 b,K2-167,0,CONFIRMED,Mayo et al. 2018,9.977481,2.8191657,0.25150912,0.0,5908.0,1.829853,1.016265,3.88,80.8994,8.24,6.887,8.103581
K2-167 b,K2-167,0,CONFIRMED,Mayo et al. 2018,9.97748,2.3,0.20519261,0.0,6011.0,1.494,1.01,4.49249,80.8994,8.24,6.887,8.103581
K2-167 b,K2-167,1,CONFIRMED,Mayo et al. 2018,9.978541,2.36509493,0.211,0.0,6310.0,1.499,1.084,4.122,80.8994,8.24,6.887,8.103581
K2-167 b,K2-167,0,CONFIRMED,Mayo et al. 2018,9.975403,2.13,0.19002587,0.0,6063.0,1.18,0.88,4.49249,80.8994,8.24,6.887,8.103581
K2-167 b,K2-167,0,CONFIRMED,Mayo et al. 2018,9.97857,2.2642141,0.202,0.0,6141.0,1.46,1.337,4.236,80.8994,8.24,6.887,8.103581
K2-167 b,K2-167,0,CONFIRMED,Mayo et al. 2018,9.9785275,2.34,0.20876118,0.0,5908.0,1.499,1.02,3.88,80.8994,8.24,6.887,8.103581
K2-167 b,K2-167,0,CONFIRMED,Mayo et al. 2018,9.9783319274,2.05153324,0.18302585,0.0,6073.5,1.47131,0.88,4.1,80.8994,8.24,6.887,8.103581
K2-168 b,K2-168,0,CONFIRMED,Mayo et al. 2018,15.8523,2.19,0.195,0.0,5284.0,0.904,0.88,4.49249,243.935,12.365,10.549,12.0976
K2-168 b,K2-168,0,CONFIRMED,Mayo et al. 2018,15.85412,2.34,0.20876082,0.0,5495.0,0.88,0.88,4.49249,243.935,12.365,10.549,12.0976
K2-168 b,K2-168,1,CONFIRMED,Mayo et al. 2018,15.8523,1.86,0.16593809,0.0,5502.7,0.83,0.877,4.49249,243.935,12.365,10.549,12.0976
K2-168 b,K2-168,0,CONFIRMED,Mayo et al. 2018,15.853989,2.14446231,0.19131611,0.0,5554.0,0.874211,0.906739,4.46,243.935,12.365,10.549,12.0976
K2-169 b,K2-169,0,CONFIRMED,Mayo et al. 2018,6.37961,1.41,0.12579177,0.0,5347.0,0.83,0.88,4.49249,235.867,12.23,10.371,12.0063
